percent_of_common_vertices	label_name	quantity_of_common_vertices	quantity_of_all_vertices_in_label	vertices_MNE_indices_dict
100.0	G_temp_sup-G_T_transv-rh	16	16	{127008, 34369, 101536, 101543, 88650, 8011, 159658, 128397, 144126, 9777, 39572, 94644, 52597, 93368, 105370, 159646}
100.0	S_temporal_transverse-rh	11	11	{52608, 113123, 65096, 39656, 39645, 28140, 88878, 136303, 52660, 62203, 159933}
86.41975308641975	Lat_Fis-post-rh	70	81	{42232, 74755, 107268, 88836, 136323, 52612, 136328, 101513, 113162, 35595, 115850, 13069, 21901, 113169, 74776, 6041, 6043, 88611, 21923, 143013, 39590, 33959, 113062, 21930, 136364, 88750, 88756, 28085, 113077, 28091, 142908, 159805, 28095, 101568, 127042, 113218, 159812, 159554, 104774, 9800, 75, 69452, 159822, 46158, 127056, 88782, 17235, 159828, 49364, 88789, 159575, 159832, 142936, 104791, 54230, 104798, 159843, 15460, 142951, 130411, 25326, 127090, 25330, 43762, 42229, 159735, 78968, 47993, 118010, 69373}
84.21052631578947	S_circular_insula_inf-rh	32	38	{119045, 159494, 1421, 97806, 56094, 115364, 163242, 28075, 159534, 30127, 88630, 79159, 45112, 22841, 114874, 163254, 10559, 91584, 139072, 163136, 95300, 56516, 53576, 21836, 95309, 52565, 102875, 70364, 21867, 126964, 113018, 79099}
78.125	G_temp_sup-Lateral-rh	50	64	{15489, 70402, 55811, 136459, 69517, 3345, 88978, 98966, 43803, 39709, 130846, 98974, 160, 113313, 127138, 39717, 75817, 163370, 91817, 127152, 128432, 17587, 160055, 57912, 62277, 10181, 79816, 127177, 136394, 32078, 163408, 9809, 127184, 159953, 21971, 143060, 22872, 9816, 23388, 159964, 95452, 40801, 63207, 18924, 21998, 113266, 159988, 70392, 114941, 136447}
77.77777777777779	S_circular_insula_sup-rh	42	54	{45569, 152961, 37382, 96137, 153097, 23948, 152978, 117145, 20122, 83226, 133915, 140703, 117162, 30763, 133933, 60717, 124461, 60339, 84220, 20021, 30773, 124469, 83129, 153019, 67900, 20037, 27209, 60361, 153036, 67917, 37327, 83164, 133982, 83175, 67561, 140650, 153321, 83182, 153078, 140667, 27004, 153085}
76.78571428571429	G_and_S_subcentral-rh	43	56	{78848, 5377, 9096, 153484, 14355, 26132, 83476, 54679, 95255, 45597, 49311, 109984, 83489, 50856, 153130, 83499, 60459, 153517, 32558, 124591, 83249, 83506, 11954, 153396, 83513, 153530, 66117, 107205, 12487, 153544, 50895, 20178, 147923, 134100, 78804, 50905, 83548, 24669, 134111, 15457, 147814, 2162, 136306}
61.97183098591549	G_temporal_middle-rh	44	71	{91140, 128137, 93582, 92049, 75921, 22676, 24470, 3351, 91034, 62973, 53415, 144298, 98987, 97710, 162863, 63023, 162871, 102203, 116028, 42811, 15805, 116038, 36090, 75852, 46544, 57940, 17620, 105428, 48343, 91098, 34400, 91108, 118524, 359, 75880, 163694, 53488, 75889, 107890, 36083, 6390, 65146, 92028, 2557}
58.06451612903226	G_temp_sup-Plan_tempo-rh	18	31	{118048, 42241, 17282, 74883, 159937, 88992, 3236, 93385, 15473, 69489, 13076, 113236, 136373, 74871, 15477, 57594, 47995, 143036}
53.333333333333336	G_Ins_lg_and_S_cent_ins-rh	8	15	{37314, 1509, 37320, 79082, 63699, 88539, 84252, 139006}
51.11111111111111	G_front_inf-Opercular-rh	23	45	{16649, 109961, 20115, 45588, 96159, 117155, 30756, 96166, 140718, 4784, 4790, 140729, 134073, 30797, 37459, 30804, 3029, 153301, 23896, 10714, 83418, 93021, 37470}
51.13636363636363	S_temporal_sup-rh	90	176	{18960, 89109, 97304, 49696, 39480, 163385, 79935, 149058, 163396, 75848, 149065, 39496, 39502, 97871, 23128, 13401, 90, 103011, 139381, 103029, 162430, 149122, 163464, 162443, 14480, 159392, 48321, 163530, 163542, 91865, 71906, 26350, 63227, 101629, 63249, 63251, 63257, 102174, 63265, 70435, 63271, 12076, 39734, 63808, 107841, 90951, 158024, 114511, 144213, 2906, 10591, 115054, 62328, 119167, 137600, 40840, 53643, 119182, 97679, 88466, 66453, 59285, 22935, 137623, 88985, 8603, 66461, 22947, 40868, 137638, 160171, 53676, 137646, 94656, 15812, 132549, 99786, 10198, 126936, 10205, 89065, 49647, 2545, 52725, 18934, 18935, 1528, 79865, 22012, 132607}
46.15384615384615	S_temporal_inf-rh	12	26	{162882, 91395, 57949, 75938, 57959, 102217, 97899, 91412, 105463, 99001, 144348, 23005}
30.0	G_insular_short-rh	3	10	{84235, 84197, 23605}
23.93162393162393	G_pariet_inf-Supramar-rh	28	117	{99586, 17300, 46877, 54691, 74919, 6312, 78889, 147879, 49324, 95277, 6317, 32566, 7352, 58937, 18619, 58946, 32579, 49351, 147912, 122442, 18639, 66133, 71510, 147928, 138969, 132189, 55777, 147940}
16.666666666666664	G_temp_sup-Plan_polar-rh	3	18	{22882, 99644, 28703}
5.263157894736842	S_interm_prim-Jensen-rh	1	19	{88379}
